Crop,District,Soil,Rainfall,Temperature,Humidity,N,P,K,pH,Season,Irrigation,Yield
Soybean,Junagadh,Sandy,1172.0,19.5,64.9,22.1,12.7,65.7,6.39,Kharif,Sprinkler,2.09
Barley,Ahmedabad,Sandy,416.2,14.0,63.1,99.4,77.8,93.9,6.85,Rabi,Drip,4.49
Wheat,Vadodara,Clay,632.0,18.7,62.6,86.9,61.5,79.3,7.66,Rabi,Tube Well,5.5
Barley,Junagadh,Clay,506.3,20.3,59.1,86.8,67.9,55.1,6.46,Rabi,Canal,5.51
Maize,Bhavnagar,Black,514.0,20.9,68.1,84.6,30.4,22.6,7.73,Rabi,Sprinkler,5.43
Wheat,Ahmedabad,Sandy,380.8,24.4,56.9,103.7,14.2,71.1,6.4,Rabi,Sprinkler,4.81
Wheat,Bhavnagar,Alluvial,606.7,18.8,70.2,73.8,39.1,119.4,7.21,Rabi,Sprinkler,5.59
Barley,Rajkot,Clay,421.0,25.2,64.9,109.0,50.0,64.8,5.83,Rabi,Sprinkler,3.88
Barley,Rajkot,Red,521.1,16.4,48.0,58.0,27.1,110.1,8.2,Rabi,Rainfed,3.92
Cotton,Junagadh,Clay,1930.7,24.6,71.4,60.8,35.5,115.4,7.87,Kharif,Sprinkler,2.8
Barley,Ahmedabad,Clay,424.5,17.8,45.2,98.8,72.8,72.7,7.54,Rabi,Rainfed,4.66
Barley,Junagadh,Sandy,751.5,15.0,42.8,53.2,29.9,39.6,6.08,Rabi,Sprinkler,4.02
Wheat,Amreli,Sandy,402.7,18.9,68.7,112.9,85.0,29.9,6.63,Rabi,Drip,5.37
Barley,Vadodara,Sandy,662.5,23.4,66.9,116.4,80.3,113.5,6.72,Rabi,Sprinkler,4.49
Cotton,Surat,Black,2096.6,25.0,72.7,55.6,71.5,59.9,7.96,Kharif,Canal,2.15
Cotton,Junagadh,Alluvial,1632.8,33.9,65.3,24.4,57.7,55.8,8.17,Kharif,Canal,3.12
Soybean,Vadodara,Red,745.7,30.7,66.3,70.9,78.0,47.8,7.95,Kharif,Canal,4.17
Wheat,Bhavnagar,Sandy,701.2,25.2,47.4,27.1,53.0,30.0,6.06,Rabi,Drip,4.48
Cotton,Bhavnagar,Sandy,1523.7,29.8,85.2,71.8,19.2,25.8,7.76,Kharif,Drip,3.24
Soybean,Ahmedabad,Clay,631.7,20.0,70.4,138.2,17.7,45.0,8.11,Kharif,Tube Well,3.21
Rice,Surat,Alluvial,1371.6,26.3,73.9,56.7,80.8,91.0,7.51,Summer,Rainfed,5.51
Cotton,Surat,Clay,1700.5,34.4,77.1,28.0,51.3,51.3,7.52,Kharif,Sprinkler,2.86
Barley,Surat,Sandy,606.4,21.2,43.6,50.4,83.5,85.3,5.54,Rabi,Tube Well,4.38
Wheat,Vadodara,Black,748.3,24.5,66.6,25.8,39.7,43.7,6.66,Rabi,Tube Well,4.83
Rice,Junagadh,Clay,1666.0,33.7,80.5,65.2,83.7,18.8,8.07,Kharif,Canal,4.76
Barley,Vadodara,Sandy,610.4,22.5,68.2,108.4,84.0,61.9,6.02,Rabi,Drip,4.69
Maize,Ahmedabad,Black,1063.5,23.8,83.8,108.2,14.9,93.2,5.57,Kharif,Canal,5.36
Wheat,Amreli,Black,450.9,21.5,66.7,71.5,78.9,30.8,6.34,Rabi,Canal,5.69
Maize,Rajkot,Clay,1168.6,18.3,83.6,61.3,25.2,104.3,7.61,Rabi,Sprinkler,3.99
Barley,Rajkot,Red,534.5,17.1,57.7,63.3,72.7,117.3,7.25,Rabi,Sprinkler,4.79
Rice,Ahmedabad,Sandy,1759.8,31.6,65.8,127.9,37.0,93.1,7.78,Kharif,Tube Well,4.25
Rice,Vadodara,Red,1355.5,23.5,90.1,86.0,65.3,86.7,8.02,Summer,Canal,5.61
Barley,Rajkot,Clay,392.6,20.3,46.6,63.3,79.0,59.6,8.25,Rabi,Sprinkler,4.16
Cotton,Amreli,Alluvial,1176.6,30.4,71.1,28.9,11.7,114.9,7.67,Kharif,Tube Well,3.74
Cotton,Surat,Alluvial,2104.3,32.3,85.8,60.4,18.3,75.2,7.23,Kharif,Sprinkler,2.28
Wheat,Amreli,Clay,542.9,15.0,60.5,61.8,62.6,16.6,5.69,Rabi,Sprinkler,4.94
Rice,Ahmedabad,Red,908.5,24.7,74.6,70.3,57.5,105.7,5.98,Kharif,Drip,5.51
Wheat,Vadodara,Alluvial,808.3,23.2,43.5,132.1,18.8,81.6,7.52,Rabi,Drip,5.66
Rice,Vadodara,Clay,1079.4,22.3,81.9,75.8,62.5,30.4,8.02,Kharif,Drip,5.63
Soybean,Surat,Alluvial,792.1,29.2,57.4,85.5,24.4,51.5,8.29,Kharif,Tube Well,3.92
Wheat,Rajkot,Sandy,526.1,17.4,62.1,73.0,60.3,30.4,8.41,Rabi,Rainfed,4.07
Barley,Vadodara,Clay,410.1,14.5,41.4,117.1,54.1,48.3,5.88,Rabi,Rainfed,4.29
Barley,Surat,Red,736.1,25.6,55.2,68.7,39.6,101.8,5.97,Rabi,Rainfed,4.24
Soybean,Ahmedabad,Red,1235.3,19.5,79.0,92.3,25.0,71.9,6.35,Kharif,Canal,2.51
Maize,Vadodara,Alluvial,1387.4,18.4,73.2,64.5,61.7,52.4,7.52,Kharif,Tube Well,4.04
Rice,Bhavnagar,Clay,1858.4,29.3,73.6,49.8,70.7,27.4,6.61,Kharif,Rainfed,4.71
Barley,Amreli,Sandy,542.2,21.9,58.8,76.3,50.9,81.8,7.48,Rabi,Tube Well,4.29
Rice,Bhavnagar,Red,1373.3,24.4,87.7,119.9,80.4,78.7,8.08,Kharif,Tube Well,5.3
Maize,Rajkot,Sandy,1141.3,19.0,67.4,76.7,34.9,106.4,6.01,Rabi,Sprinkler,4.18
Cotton,Bhavnagar,Red,2105.2,34.3,74.6,90.4,16.2,42.1,5.78,Kharif,Drip,1.62
Maize,Amreli,Black,1005.7,24.1,66.1,136.3,33.7,80.9,6.76,Rabi,Canal,6.02
Maize,Amreli,Red,1080.4,26.6,58.2,85.1,27.8,30.4,7.22,Kharif,Tube Well,5.43
Barley,Bhavnagar,Alluvial,491.1,15.7,54.1,104.2,13.1,115.5,5.64,Rabi,Rainfed,4.18
Maize,Surat,Sandy,939.7,27.8,84.5,73.0,51.5,69.8,7.12,Kharif,Tube Well,5.59
Maize,Ahmedabad,Alluvial,1134.3,22.5,70.1,91.3,35.2,51.7,7.79,Kharif,Drip,5.41
Maize,Amreli,Clay,1299.6,29.9,65.2,111.0,17.8,19.2,7.76,Kharif,Rainfed,4.81
Wheat,Rajkot,Sandy,839.8,18.0,58.7,134.6,34.0,45.3,7.9,Rabi,Canal,5.0
Rice,Bhavnagar,Red,1806.3,25.2,70.0,120.2,38.7,62.8,5.58,Summer,Rainfed,4.34
Cotton,Amreli,Clay,1949.8,31.8,85.8,80.7,53.1,93.0,6.24,Kharif,Sprinkler,3.09
Maize,Amreli,Black,720.7,28.8,50.4,46.1,15.2,96.9,7.77,Kharif,Drip,6.27
Wheat,Rajkot,Clay,625.7,21.9,45.4,98.0,16.7,34.0,6.93,Rabi,Tube Well,5.15
Barley,Ahmedabad,Black,800.4,19.9,58.4,106.9,11.6,87.5,8.3,Rabi,Rainfed,4.53
Cotton,Ahmedabad,Alluvial,1007.7,22.3,83.9,89.9,89.0,108.1,6.73,Kharif,Sprinkler,3.69
Wheat,Surat,Alluvial,757.3,18.2,71.1,117.1,72.8,63.1,5.61,Rabi,Sprinkler,5.5
Wheat,Bhavnagar,Sandy,869.8,25.8,41.6,38.0,43.9,34.6,6.59,Rabi,Tube Well,4.17
Barley,Surat,Red,492.7,20.1,55.5,22.6,13.2,101.8,7.32,Rabi,Drip,4.45
Cotton,Ahmedabad,Black,2185.0,32.8,93.9,113.6,80.0,89.2,7.78,Kharif,Tube Well,2.13
Soybean,Ahmedabad,Red,909.1,24.9,56.5,99.3,54.1,36.7,6.52,Kharif,Tube Well,4.15
Rice,Bhavnagar,Red,1203.1,32.3,88.3,117.1,55.7,16.1,7.79,Kharif,Drip,5.55
Cotton,Vadodara,Sandy,1401.7,22.9,88.7,83.5,12.3,19.3,7.34,Kharif,Drip,3.16
Cotton,Amreli,Sandy,1654.7,25.1,83.4,95.4,68.7,80.2,8.41,Kharif,Drip,3.45
Barley,Ahmedabad,Clay,354.9,16.8,56.9,42.1,49.4,50.5,6.87,Rabi,Sprinkler,4.63
Maize,Amreli,Black,1147.6,24.2,72.9,60.8,35.8,59.6,5.94,Rabi,Tube Well,5.34
Soybean,Surat,Alluvial,1360.8,30.4,55.9,76.8,87.7,54.1,6.61,Kharif,Tube Well,3.9
Wheat,Vadodara,Black,757.2,22.8,73.9,112.8,29.5,19.2,8.46,Rabi,Rainfed,4.52
Soybean,Surat,Black,1394.0,19.2,80.2,66.9,51.9,111.1,8.42,Kharif,Tube Well,1.76
Cotton,Vadodara,Black,1331.4,22.7,85.2,138.4,82.9,90.3,5.82,Kharif,Canal,3.81
Cotton,Amreli,Alluvial,1663.4,26.5,85.3,133.7,61.1,93.9,7.75,Kharif,Tube Well,3.79
Wheat,Vadodara,Black,505.1,21.7,71.7,135.1,12.1,119.0,6.47,Rabi,Tube Well,5.41
Barley,Ahmedabad,Sandy,822.4,15.1,45.4,129.2,85.1,16.3,7.68,Rabi,Canal,4.23
Cotton,Surat,Sandy,1494.4,26.9,77.0,63.3,76.1,62.5,7.07,Kharif,Drip,3.99
Soybean,Rajkot,Alluvial,715.5,30.1,61.4,59.5,57.9,34.3,6.35,Kharif,Drip,4.79
Barley,Ahmedabad,Red,723.8,22.6,46.1,87.8,83.0,116.7,7.47,Rabi,Sprinkler,4.87
Cotton,Amreli,Black,1988.1,32.6,83.0,61.7,25.0,51.5,7.54,Kharif,Sprinkler,2.55
Rice,Rajkot,Black,2037.3,31.8,75.2,72.0,21.5,32.7,5.99,Summer,Rainfed,3.76
Barley,Amreli,Red,894.7,24.3,41.6,70.8,78.7,29.1,8.04,Rabi,Canal,4.3
Maize,Vadodara,Alluvial,1109.3,27.2,57.5,34.0,43.2,34.6,5.81,Kharif,Rainfed,5.49
Rice,Bhavnagar,Black,1977.8,31.5,85.9,84.3,80.8,41.5,6.64,Kharif,Canal,4.63
Barley,Vadodara,Clay,540.5,17.2,71.1,75.7,51.3,49.9,6.33,Rabi,Tube Well,4.67
Barley,Junagadh,Clay,681.4,14.6,49.6,69.1,65.9,82.1,7.1,Rabi,Sprinkler,4.69
Wheat,Bhavnagar,Alluvial,689.8,23.0,51.7,125.7,59.2,101.3,7.14,Rabi,Tube Well,5.77
Barley,Bhavnagar,Sandy,809.9,21.5,64.0,46.1,88.7,103.4,7.87,Rabi,Sprinkler,4.02
Cotton,Junagadh,Clay,1553.9,24.0,81.6,97.8,41.2,67.3,8.13,Kharif,Canal,3.52
Wheat,Ahmedabad,Clay,655.2,22.9,44.1,68.5,13.4,86.7,6.42,Rabi,Canal,5.25
Wheat,Amreli,Red,721.6,23.0,73.5,38.9,41.4,103.6,7.92,Rabi,Rainfed,4.37
Cotton,Bhavnagar,Alluvial,1602.0,30.2,76.1,62.3,63.5,55.8,6.27,Kharif,Canal,4.13
Maize,Ahmedabad,Sandy,547.3,25.7,60.8,84.0,20.7,112.9,8.18,Kharif,Tube Well,5.17
Soybean,Ahmedabad,Alluvial,1324.0,29.9,70.3,82.4,84.5,112.9,8.41,Kharif,Drip,3.53
Soybean,Vadodara,Black,635.9,22.4,78.0,82.8,25.1,25.8,6.79,Kharif,Canal,4.35
Wheat,Ahmedabad,Sandy,820.4,24.9,71.6,134.2,77.4,77.3,6.73,Rabi,Rainfed,4.32
Rice,Junagadh,Red,1880.6,29.2,83.3,106.8,12.0,74.9,8.15,Kharif,Rainfed,4.16
Soybean,Surat,Red,997.0,28.0,67.0,46.9,53.0,114.1,6.73,Kharif,Sprinkler,4.04
Cotton,Amreli,Black,1171.2,22.2,79.4,123.1,81.7,115.4,8.14,Kharif,Drip,3.61
Rice,Junagadh,Clay,922.3,35.0,78.7,63.6,60.4,85.8,6.13,Summer,Drip,5.47
Cotton,Vadodara,Red,1061.4,27.7,86.9,135.9,74.7,113.7,5.92,Kharif,Drip,4.26
Wheat,Bhavnagar,Clay,538.7,21.5,43.4,35.3,14.9,119.6,6.66,Rabi,Sprinkler,5.0
Cotton,Junagadh,Alluvial,1106.7,29.0,89.7,118.0,73.5,101.5,6.13,Kharif,Tube Well,4.0
Barley,Rajkot,Clay,598.6,19.3,68.4,71.3,66.1,60.6,6.75,Rabi,Drip,4.78
Wheat,Surat,Red,536.2,15.1,52.6,47.6,56.4,98.8,7.86,Rabi,Canal,4.55
Maize,Rajkot,Red,819.5,30.5,67.6,97.5,26.8,58.8,8.09,Rabi,Canal,6.05
Rice,Surat,Clay,1766.3,32.2,66.3,101.1,43.2,28.0,6.76,Summer,Sprinkler,4.85
Rice,Junagadh,Red,1079.1,33.5,77.4,21.7,68.6,77.6,6.53,Kharif,Drip,5.01
Soybean,Junagadh,Sandy,1347.3,24.9,53.0,124.2,32.3,36.4,6.34,Kharif,Drip,3.0
Cotton,Rajkot,Red,1552.3,24.2,65.2,70.8,21.0,31.9,5.73,Kharif,Rainfed,2.94
Maize,Bhavnagar,Alluvial,955.9,18.5,52.4,50.9,53.5,92.7,7.32,Rabi,Drip,4.87
Soybean,Rajkot,Sandy,958.2,27.4,70.6,89.2,15.3,41.2,7.22,Kharif,Sprinkler,3.7
Soybean,Amreli,Alluvial,889.4,19.8,67.6,87.4,37.0,22.5,8.33,Kharif,Rainfed,3.03
Maize,Junagadh,Sandy,1362.7,28.1,80.9,130.3,50.9,81.1,6.76,Kharif,Drip,5.19
Cotton,Junagadh,Black,1897.5,26.7,82.7,105.9,81.1,102.8,7.32,Kharif,Rainfed,3.12
Maize,Junagadh,Black,951.9,30.1,73.5,121.1,30.0,108.3,7.77,Kharif,Sprinkler,5.59
Barley,Ahmedabad,Sandy,700.9,23.9,52.6,37.5,36.6,62.8,7.1,Rabi,Canal,4.72
Cotton,Rajkot,Red,2044.1,29.8,82.5,77.4,53.9,35.8,7.14,Kharif,Sprinkler,2.65
Soybean,Surat,Red,546.1,27.6,58.8,80.0,69.7,74.1,5.75,Kharif,Canal,4.29
Maize,Surat,Red,1362.1,28.8,71.1,138.9,31.2,21.5,5.6,Rabi,Drip,4.93
Maize,Rajkot,Red,1119.6,21.8,79.1,30.0,71.9,25.5,8.14,Kharif,Drip,5.0
Wheat,Surat,Clay,573.3,21.5,65.5,102.0,82.3,39.3,5.76,Rabi,Drip,5.4
Rice,Rajkot,Red,1223.5,31.7,65.3,42.6,65.1,21.9,6.91,Kharif,Canal,5.6
Barley,Bhavnagar,Sandy,646.8,12.7,66.0,40.7,12.5,62.4,8.1,Rabi,Tube Well,3.32
Wheat,Rajkot,Alluvial,410.5,17.1,60.3,43.2,74.2,94.1,7.59,Rabi,Drip,5.18
Cotton,Junagadh,Clay,839.2,35.0,80.7,25.2,37.4,23.1,6.68,Kharif,Rainfed,2.43
Rice,Amreli,Sandy,1096.1,29.8,68.8,73.7,55.6,78.6,6.6,Summer,Rainfed,5.09
Soybean,Vadodara,Red,1003.2,27.4,50.9,75.9,14.6,34.6,7.18,Kharif,Rainfed,3.57
Soybean,Ahmedabad,Red,562.9,23.9,70.4,37.6,71.2,93.1,8.21,Kharif,Sprinkler,3.87
Wheat,Ahmedabad,Clay,678.3,20.0,41.2,81.6,58.8,35.1,6.32,Rabi,Drip,5.88
Wheat,Ahmedabad,Red,538.3,15.7,74.5,129.3,12.3,95.9,5.83,Rabi,Drip,5.3
Wheat,Vadodara,Sandy,857.4,13.1,64.1,47.2,12.8,21.3,6.62,Rabi,Drip,4.02
Soybean,Amreli,Black,1358.9,21.0,67.6,101.7,29.8,78.0,6.27,Kharif,Canal,2.86
Barley,Vadodara,Alluvial,514.2,14.2,41.7,43.5,56.6,97.5,6.01,Rabi,Sprinkler,4.21
Cotton,Junagadh,Alluvial,1257.5,26.1,80.7,29.5,19.4,33.5,7.82,Kharif,Canal,3.78
Wheat,Bhavnagar,Clay,467.8,19.7,74.3,28.8,32.7,40.5,6.25,Rabi,Canal,5.16
Rice,Surat,Clay,823.9,27.7,71.8,38.9,59.2,119.5,6.03,Summer,Rainfed,4.83
Maize,Junagadh,Red,754.8,29.3,57.3,55.1,25.4,42.7,8.0,Kharif,Sprinkler,5.7
Cotton,Amreli,Black,2142.9,22.1,66.4,37.7,37.9,102.1,8.18,Kharif,Drip,1.79
Soybean,Junagadh,Red,1378.9,31.5,84.3,115.2,89.1,108.7,6.75,Kharif,Rainfed,2.85
Barley,Surat,Black,794.4,15.7,68.0,52.6,12.7,69.3,6.09,Rabi,Sprinkler,4.69
Wheat,Ahmedabad,Red,864.7,19.9,44.5,79.9,62.3,103.0,8.31,Rabi,Tube Well,5.25
Rice,Junagadh,Black,1127.4,23.1,65.0,93.0,39.0,94.0,6.63,Summer,Tube Well,5.14
Cotton,Bhavnagar,Black,1213.2,30.6,76.3,67.3,53.2,24.2,7.72,Kharif,Canal,3.94
Soybean,Amreli,Black,809.9,27.1,63.7,127.3,77.7,40.4,7.58,Kharif,Drip,5.05
Cotton,Rajkot,Black,2027.4,24.2,81.4,61.8,44.7,50.2,6.51,Kharif,Drip,2.73
Rice,Surat,Red,1204.6,32.3,65.9,65.7,42.6,65.9,7.51,Summer,Drip,5.32
Maize,Ahmedabad,Black,1079.9,20.4,84.2,78.6,14.6,113.4,7.26,Rabi,Rainfed,4.59
Rice,Amreli,Alluvial,846.4,25.8,79.1,29.2,66.5,56.3,6.32,Summer,Drip,5.69
Wheat,Surat,Red,597.9,13.1,63.4,36.5,63.7,117.8,7.1,Rabi,Canal,4.81
Cotton,Bhavnagar,Alluvial,1246.7,34.4,66.5,36.4,16.6,103.5,5.53,Kharif,Drip,3.4
Barley,Surat,Black,610.5,23.1,49.8,120.5,61.5,56.7,6.77,Rabi,Sprinkler,5.37
Wheat,Surat,Sandy,731.3,21.9,72.3,105.6,56.8,109.8,7.99,Rabi,Rainfed,4.87
Rice,Vadodara,Clay,1574.2,26.0,72.0,67.9,72.8,66.2,6.15,Summer,Canal,5.28
Maize,Rajkot,Alluvial,1087.5,21.3,65.3,122.6,24.2,70.9,6.57,Kharif,Canal,5.43
Maize,Surat,Sandy,617.3,22.9,77.7,95.2,45.6,24.6,7.36,Rabi,Drip,5.52
Maize,Junagadh,Sandy,1278.0,22.0,71.5,137.5,57.6,91.1,6.84,Rabi,Rainfed,4.32
Cotton,Vadodara,Black,1454.9,26.4,78.1,63.1,55.3,40.0,8.47,Kharif,Canal,3.47
Barley,Rajkot,Alluvial,454.3,15.2,72.2,104.3,71.5,54.6,8.23,Rabi,Drip,5.01
Wheat,Bhavnagar,Alluvial,757.4,23.7,41.9,113.1,59.1,22.3,7.03,Rabi,Drip,5.92
Wheat,Surat,Sandy,563.1,21.4,57.1,30.7,41.0,24.9,6.07,Rabi,Rainfed,4.43
Maize,Surat,Black,821.9,28.5,71.7,75.2,25.5,46.9,7.36,Kharif,Drip,6.01
Soybean,Bhavnagar,Black,565.8,26.3,81.0,63.8,61.8,39.3,7.18,Kharif,Drip,4.84
Rice,Bhavnagar,Black,848.6,31.7,80.8,54.6,75.2,45.5,8.47,Kharif,Drip,5.33
Rice,Junagadh,Red,2066.0,33.1,71.9,67.1,31.5,118.4,8.06,Kharif,Canal,3.3
Barley,Junagadh,Clay,578.7,16.2,41.7,109.3,69.7,85.4,7.43,Rabi,Canal,4.92
Wheat,Ahmedabad,Clay,406.1,12.9,52.2,116.6,83.5,109.2,8.26,Rabi,Drip,4.72
Barley,Ahmedabad,Clay,497.0,15.3,58.0,58.6,22.3,62.6,8.12,Rabi,Drip,4.6
Soybean,Surat,Red,650.3,26.1,66.2,99.2,73.6,93.9,8.33,Kharif,Sprinkler,3.94
Rice,Vadodara,Sandy,1438.1,23.1,65.4,93.1,15.2,54.9,5.51,Kharif,Sprinkler,4.5
Rice,Ahmedabad,Red,981.3,33.8,87.4,44.2,37.3,116.5,7.28,Summer,Tube Well,4.75
Wheat,Bhavnagar,Clay,612.3,25.8,65.1,98.9,55.6,119.7,8.44,Rabi,Drip,5.04
Cotton,Surat,Red,1447.0,28.0,80.9,52.8,84.1,66.5,8.03,Kharif,Sprinkler,4.01
Wheat,Vadodara,Red,624.1,17.1,70.9,33.5,49.0,35.4,8.08,Rabi,Rainfed,4.49
Cotton,Junagadh,Sandy,1968.2,32.5,78.8,71.5,81.8,45.3,6.25,Kharif,Tube Well,2.06
Cotton,Rajkot,Red,1131.9,32.8,72.2,107.5,30.2,56.5,8.45,Kharif,Drip,3.58
Soybean,Rajkot,Clay,598.7,24.9,63.3,103.4,75.4,72.1,5.6,Kharif,Drip,4.43
Maize,Junagadh,Red,974.3,23.2,84.6,56.3,32.2,105.8,5.51,Kharif,Drip,5.43
Maize,Surat,Red,1337.0,19.7,58.1,128.4,24.2,86.6,7.09,Rabi,Sprinkler,4.14
Maize,Ahmedabad,Red,951.1,27.8,52.5,132.6,46.7,113.5,5.82,Rabi,Drip,6.02
Barley,Surat,Red,652.3,13.1,73.0,31.9,78.4,15.0,8.15,Rabi,Tube Well,3.88
Wheat,Amreli,Red,834.4,19.5,70.0,52.5,70.4,75.3,5.65,Rabi,Drip,5.21
Cotton,Ahmedabad,Alluvial,1302.8,27.4,79.2,92.0,55.7,19.1,7.75,Kharif,Canal,4.22
Barley,Ahmedabad,Sandy,430.4,23.7,54.9,46.6,16.9,58.8,7.35,Rabi,Sprinkler,4.07
Maize,Surat,Black,1098.5,21.7,54.1,21.9,18.6,45.7,7.16,Kharif,Rainfed,4.74
Barley,Vadodara,Clay,395.9,22.8,41.7,106.1,82.9,51.4,5.81,Rabi,Rainfed,4.28
Cotton,Bhavnagar,Clay,957.8,30.8,87.0,67.2,67.7,49.1,7.87,Kharif,Canal,3.57
Wheat,Bhavnagar,Black,864.3,21.7,47.7,93.8,79.6,88.1,6.23,Rabi,Rainfed,5.2
Cotton,Vadodara,Black,1949.2,24.5,86.0,23.3,65.7,115.8,6.02,Kharif,Canal,2.85
Soybean,Ahmedabad,Clay,1309.4,28.2,74.9,65.8,82.9,44.1,6.12,Kharif,Rainfed,3.0
Rice,Ahmedabad,Sandy,1939.3,33.4,82.6,111.3,24.6,32.8,8.09,Summer,Sprinkler,3.25
Soybean,Surat,Red,945.9,31.2,81.2,89.2,84.7,48.9,6.6,Kharif,Drip,4.4
Rice,Surat,Red,1882.9,24.1,78.3,41.2,63.0,31.6,8.21,Summer,Tube Well,3.92
Soybean,Rajkot,Clay,793.8,31.1,63.7,72.7,73.8,24.8,6.05,Kharif,Rainfed,3.76
Cotton,Junagadh,Alluvial,2024.2,26.8,74.8,24.2,62.1,71.2,6.88,Kharif,Sprinkler,2.45
Maize,Junagadh,Clay,944.2,23.8,54.7,39.6,37.4,74.0,7.28,Rabi,Drip,5.79
Soybean,Vadodara,Clay,857.9,27.5,81.2,24.9,15.7,49.1,6.2,Kharif,Sprinkler,3.84
Wheat,Vadodara,Clay,694.2,15.5,48.5,134.8,46.9,18.1,6.52,Rabi,Drip,5.28
Barley,Junagadh,Red,594.4,13.5,61.7,94.4,13.0,45.5,6.74,Rabi,Sprinkler,3.86
Soybean,Rajkot,Alluvial,796.4,23.2,51.4,59.2,81.1,17.7,6.72,Kharif,Tube Well,4.33
Rice,Ahmedabad,Black,1592.4,31.9,87.3,102.6,37.0,26.7,6.35,Kharif,Rainfed,5.01
Barley,Amreli,Sandy,774.6,25.3,44.1,60.2,35.6,30.9,7.93,Rabi,Sprinkler,3.72
Barley,Ahmedabad,Sandy,889.2,24.9,65.1,71.1,25.2,38.3,6.83,Rabi,Canal,3.88
Wheat,Surat,Red,671.3,17.4,41.2,68.3,83.6,45.8,6.47,Rabi,Canal,5.55
Barley,Amreli,Black,828.6,24.5,62.5,83.1,36.5,117.9,6.46,Rabi,Drip,5.01
Maize,Rajkot,Clay,1344.0,18.1,70.0,106.1,69.6,110.0,5.51,Rabi,Rainfed,3.69
Cotton,Bhavnagar,Alluvial,2164.3,25.1,79.2,27.3,51.8,54.9,5.63,Kharif,Sprinkler,1.78
Soybean,Amreli,Black,1388.6,29.1,84.8,136.2,49.2,88.1,5.83,Kharif,Drip,3.47
Barley,Rajkot,Red,712.8,21.1,45.7,50.7,29.8,115.8,5.7,Rabi,Canal,4.79
Rice,Ahmedabad,Sandy,1618.3,27.5,68.3,127.5,12.8,105.6,6.58,Kharif,Canal,5.0
Maize,Surat,Red,1155.9,31.9,77.9,61.0,82.0,20.4,7.68,Kharif,Rainfed,4.82
Wheat,Ahmedabad,Alluvial,379.4,21.6,42.6,44.4,17.4,21.6,6.3,Rabi,Canal,5.47
Maize,Junagadh,Alluvial,1293.9,22.9,69.3,97.1,43.2,109.9,6.59,Rabi,Canal,5.22
Wheat,Vadodara,Clay,870.4,15.9,60.8,102.8,41.4,107.4,8.44,Rabi,Canal,4.81
Soybean,Surat,Red,975.1,26.3,69.9,34.0,55.6,32.7,7.49,Kharif,Rainfed,3.79
Wheat,Surat,Red,568.9,15.2,51.8,139.8,76.0,107.8,8.31,Rabi,Tube Well,4.81
Soybean,Rajkot,Black,1229.1,18.2,81.7,47.2,66.5,73.1,7.11,Kharif,Rainfed,2.04
Wheat,Bhavnagar,Red,849.2,12.8,47.2,77.2,44.5,82.3,8.33,Rabi,Drip,4.57
Barley,Surat,Clay,455.8,24.5,73.8,77.4,18.3,97.5,7.59,Rabi,Canal,4.67
Rice,Ahmedabad,Red,2097.5,31.9,69.6,67.2,14.5,60.4,7.83,Summer,Canal,3.57
Rice,Amreli,Sandy,1343.5,27.9,90.0,77.1,89.0,61.2,7.45,Summer,Rainfed,5.1
Rice,Amreli,Alluvial,1614.6,31.9,90.8,138.4,30.0,34.0,6.89,Kharif,Drip,5.62
Wheat,Junagadh,Sandy,727.3,15.8,44.3,65.9,76.7,51.5,5.6,Rabi,Drip,4.94
Rice,Vadodara,Black,1684.4,32.7,88.4,112.4,28.1,117.4,8.49,Summer,Tube Well,4.76
Wheat,Vadodara,Alluvial,477.0,17.6,60.8,85.4,29.6,108.6,5.83,Rabi,Tube Well,5.44
Cotton,Amreli,Black,2004.0,27.0,74.7,82.0,13.7,114.3,5.93,Kharif,Sprinkler,2.65
Maize,Ahmedabad,Sandy,1210.3,31.5,71.3,60.1,76.1,45.6,5.99,Kharif,Canal,5.08
Cotton,Vadodara,Red,2000.1,22.8,84.9,114.2,88.6,54.3,6.01,Kharif,Canal,2.72
Maize,Vadodara,Clay,804.9,23.8,53.4,48.3,14.1,119.6,7.71,Kharif,Canal,5.49
Cotton,Bhavnagar,Black,1895.1,35.4,82.4,101.8,37.0,55.1,7.7,Kharif,Canal,2.77
Rice,Surat,Clay,915.8,29.3,91.5,86.2,59.3,110.3,7.65,Kharif,Canal,5.79
Soybean,Amreli,Black,1060.3,18.5,50.6,58.4,25.7,100.4,8.03,Kharif,Canal,2.98
Soybean,Rajkot,Sandy,728.3,27.3,73.6,57.6,66.1,55.7,5.5,Kharif,Canal,3.77
Wheat,Vadodara,Black,815.3,16.4,57.7,98.0,35.8,19.3,6.99,Rabi,Rainfed,5.01
Maize,Junagadh,Sandy,672.8,22.0,84.4,64.8,72.7,61.9,8.09,Rabi,Drip,5.31
Cotton,Junagadh,Clay,1641.6,26.2,91.7,111.8,39.6,32.5,5.53,Kharif,Drip,3.34
Cotton,Bhavnagar,Alluvial,1452.6,32.5,70.3,21.6,43.4,84.9,7.02,Kharif,Drip,3.85
Barley,Junagadh,Sandy,670.9,16.9,69.5,63.3,30.8,105.0,6.62,Rabi,Canal,4.56
Barley,Surat,Alluvial,710.0,15.6,55.1,26.8,57.0,94.4,6.74,Rabi,Sprinkler,4.65
